B098259,BRANCH EXPENSE,947465,000,NB,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y
900040380,AUTOMATIVE RENTAL INTERNATIONAL,955350,000,NB,N,M,M,N,N,N,M,M,M,N,N,M,M,M,N,N,M
900003581,ST JOSEPH PRINT GROUP INC,943520,000,NB,N,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y
